ID,Value,Index,Flags,EnumID
3021,Taiwan Battle.net Point,15,0,174
3022,XTS,16,0,174
3024,Allow mounted combat,3,0,105
3025,Summon Random: Favor While Underwater,4,0,105
3026,Summon Random: Favor While at Water Surface,5,0,105
3028,None,0,0,176
3029,Hostile,1,0,176
3030,Unfriendly,2,0,176
3031,Neutral,3,0,176
3032,Friendly,4,0,176
3033,Player Simple,5,0,176
3034,Player Extended,6,0,176
3035,Party,7,0,176
3036,Party PvP,8,0,176
3037,Friend,9,0,176
3038,Dead,10,0,176
3039,Quest,11,0,176
3040,Tracking,12,0,176
3041,Game Object,13,0,176
3042,Treasure,14,0,176
3045,Use Starter Experience,0,0,177
3046,Hostile Action Received Cancels,0,0,178
3047,Damage Cancels,1,0,178
3048,Action Cancels,2,0,178
3049,Moving Cancels,3,0,178
3050,Turning Cancels,4,0,178
3051,Anim Cancels,5,0,178
3052,Dismount Cancels,6,0,178
3053,Under Water Cancels,7,0,178
3054,Above Water Cancels,8,0,178
3055,Sheathing Cancels,9,0,178
3056,Interacting Cancels,10,0,178
3057,Looting Cancels,11,0,178
3058,Attacking Cancels,12,0,178
3059,Item Use Cancels,13,0,178
3060,Damage Channel Duration,14,0,178
3061,Shapeshifting Cancels,15,0,178
3062,Action Cancels - Late,16,0,178
3063,Mount Cancels,17,0,178
3064,Standing Cancels,18,0,178
3065,Leave World Cancels,19,0,178
3066,Stealth/Invis Cancels,20,0,178
3067,Invulnerability Buff Cancels,21,0,178
3068,Enter World Cancels,22,0,178
3069,PvP Active Cancels,23,0,178
3070,Non-Periodic Damage Cancels,24,0,178
3071,Landing Cancels,25,0,178
3072,Release Cancels,26,0,178
3073,Damage Cancels Script,27,0,178
3074,Entering Combat Cancels,28,0,178
3075,Login Cancels,29,0,178
3076,Summon Cancels,30,0,178
3077,Leaving Combat Cancels,31,0,178
3078,Falling Cancels,32,0,178
3079,Swimming Cancels,33,0,178
3080,Not Moving Cancels,34,0,178
3081,Ground Cancels,35,0,178
3082,Transform Cancels,36,0,178
3083,Jumping Cancels,37,0,178
3084,Change Spec Cancels,38,0,178
3085,Abandon Vehicle Cancels,39,0,178
3086,Start of Encounter Cancels,40,0,178
3087,End of Encounter Cancels,41,0,178
3088,Disconnect Cancels,42,0,178
3089,Entering Instance Cancels,43,0,178
3090,Duel Ends Cancels,44,0,178
3091,Leave Arena or Battleground Cancels,45,0,178
3093,Nameplate Enemy Debuffs,426,0,134
3095,Ignore Errors,2,0,5
3096,No Sound,0,0,179
3097,Needs Voiceover,1,0,179
3098,Ready To Record,2,0,179
3100,Recorded,4,0,179
3103,Always Allow PvP Flagged Target,427,0,134
3104,Say,0,0,180
3105,Yell,1,0,180
3106,Do Not Consume Aura Stack On Proc,428,0,134
3108,Control Child Map,0,0,181
3109,Number of Group Friends,12,0,165
3111,Split Faction,0,0,183
3112,Reverse-CRZ Enabled,1,0,183
3114,Learn on pickup,0,0,184
3115,Hidden until learned,1,0,184
3116,Quest Bright,15,0,176
3117,Quest Dim,16,0,176
3118,Show Proving Grounds,0,0,185
3119,Separate Recommended,0,0,186
3120,Show in PvE,1,0,185
3121,Show in PvP,2,0,185
3122,Auto Choose Activity,1,0,186
3123,Do Not PvP Flag Caster,429,0,134
3124,Always Require PvP Target Match,430,0,134
3126,Exclude from Journal if not learned,6,0,105
3127,Summon Random: Do NOT Favor When Grounded,7,0,105
3128,Passive Highlight,0,0,187
3130,Do Not Fail if No Target,431,0,134
3131,Show On Minimap,0,0,188
3132,Show Minimap Icon,1,0,188
3133,Worldmap Zone Zoom,2,0,188
3134,Worldmap Continent Zoom,3,0,188
3135,Worldmap World Zoom,4,0,188
3136,Worldmap City Zoom,5,0,188
3137,Hidden (Quest/Gossip Only),6,0,188
3138,Always Draw Icon (world map),7,0,188
3139,Show When Indoors,8,0,188
3140,Show in BattleMap,9,0,188
3141,Only show in current area,10,0,188
3142,Cemetery can be selected,11,0,188
3143,Show on Worldmap Zone in unexplored areas,12,0,188
3144,Battle Pet Tamer,13,0,188
3145,Disable Tabard Geo (waist only),9,0,169
3146,Needs Vendor List,2,0,161
3147,Displayed Outside Of Spellbook,432,0,134
3148,Prefer Current Area,2,0,186
3149,Check Phase on String ID Results,433,0,134
3150,Mirror Model When Equipped on Main-Hand,10,0,169
3151,Do Not Enforce Shapeshift Requirements,434,0,134
3152,Aura Persists Through Tame Pet,435,0,134
3153,Periodic Refresh Extends Duration,436,0,134
3154,Role Counts,0,0,189
3155,Role Enumeration,1,0,189
3156,Class Enumeration,2,0,189
3157,Is Placeholder,0,0,190
3158,Is a Phased World Map,1,0,190
3159,Default Dungeon Floor is Terrain,2,0,190
3160,Virtual Continent Map,3,0,190
3161,Child of a Virtual Continent Map,4,0,190
3162,Don't Display ANY Highlight,5,0,190
3163,Force Map Overlays to be used,6,0,190
3164,Don't Display Taxi Nodes,7,0,190
3165,Don't Use Default Dungeon Floor (typically Floor 1),8,0,190
3166,Default Dungeon Floor is Micro Dungeon,9,0,190
3167,Orphan Map,10,0,190
3168,Show Garrison Buildings,11,0,190
3169,Fallback to Parent Map (e.g. if we don't want a map for this terrain phase),12,0,190
3170,Hide All,3,0,189
3171,Instant Mail,0,0,191
3172,Segregate Time Zones,3,0,185
3178,Use Skill Rank As Spell Level,437,0,134
3186,Aura Always Shown,438,0,134
3187,Optimize,0,0,192
3188,Development Map,1,0,192
3189,Weighted Blend,2,0,192
3190,Vertex Coloring,3,0,192
3191,Sort Objects,4,0,192
3192,Limit to players from one realm,5,0,192
3193,Enable Lighting,6,0,192
3194,Inverted Terrain,7,0,192
3195,Dynamic Difficulty,8,0,192
3196,Object File,9,0,192
3197,Texture File,10,0,192
3198,Generate Normals,11,0,192
3199,Fix Border Shadow Seams,12,0,192
3200,Infinite Ocean,13,0,192
3201,Underwater Map,14,0,192
3202,Flexible Raid Locking,15,0,192
3203,Limit Farclip,16,0,192
3204,Use Parent Map Flight Bounds,17,0,192
3205,No race change on this map,18,0,192
3206,Disabled for non-GMs,19,0,192
3207,Weighted Normals 1,20,0,192
3208,Disable low detail terrain,21,0,192
3209,Enable Org Arena Blink Rule,22,0,192
3210,Weighted Height Blend,23,0,192
3211,Coalescing Area Sharing,24,0,192
3212,Proving Grounds,25,0,192
3213,Garrison,26,0,192
3214,Enable AI Need System,27,0,192
3215,Single VServer,28,0,192
3216,Use Instance Pool,29,0,192
3217,Map uses Raid Graphics,30,0,192
3218,Force custom UI Map,31,0,192
3219,Don't Activate/Show Map,32,0,192
3222,Use Spell Level For Item Squish Compensation,439,0,134
3223,Disable In Challenge Modes,0,0,193
3224,Disable in Proving Grounds,1,0,193
3226,Social Callback,13,0,2
3227,Read Only,0,0,194
3228,Internal Phase,1,0,194
3229,Uses Player Conditions,2,4,194
3230,Normal,3,0,194
3231,Cosmetic,4,0,194
3232,Personal,5,0,194
3233,Expensive,6,0,194
3234,Events are Observable,7,0,194
3235,Uses Preload Conditions,8,4,194
3236,Unshareable Personal,9,0,194
3237,Always shown in UI,0,0,195
3238,Never shown in UI,1,0,195
3239,First tier is self taught,2,0,195
3240,Granted incrementally by character upgrade,3,0,195
3241,Automatic rank,4,0,195
3242,RESERVED for use in 8.0.1,5,12,195
3243,(DEPRECATED) Shows in spell tooltip (even if not in UI),6,0,195
3244,(DEPRECATED) Appears in Misc Tab of Spellbook,7,0,195
3245,(UNUSED),8,12,195
3246,Ignore Category Mods,9,0,195
3247,Displays as proficiency,10,0,195
3248,Pets Only,11,0,195
3249,Unique bitfield (Professions only),12,0,195
3250,Racial for the purpose of Paid Race/Faction change,13,0,195
3251,Progressive skill up,14,0,195
3252,Tradable,0,0,196
3253,Appears in loot window,1,0,196
3254,Computed weekly maximum,2,0,196
3255,Uses 1/100 scaler for display,3,0,196
3256,No Low Level Loot,4,0,196
3257,Ignore max quantity on load,5,0,196
3258,Log quantity when changing worlds,6,0,196
3259,Track quantity,7,0,196
3260,Reset tracked quantity when updating version,8,0,196
3261,Gains from updating version ignores maximum quantity,9,0,196
3262,Suppress gain message when updating version,10,0,196
3263,Single Drop from loot,11,0,196
3264,Has Weekly CatchUp,12,0,196
3265,Do not compress chat messages,13,0,196
3266,Do not log acquisitions to BI (default is now to log),14,0,196
3267,No Raid Drop,15,0,196
3268,Not saved,16,0,196
3269,Attack Summoner,0,0,197
3270,Help when Summoned in combat,1,0,197
3271,Use Level Offset,2,12,197
3272,Despawn on Summoner Death,3,0,197
3273,Only Visible to Summoner,4,0,197
3274,Cannot Dismiss Pet,5,0,197
3275,Use Demon Timeout,6,0,197
3276,Unlimited Summons,7,0,197
3277,Use Creature Level,8,0,197
3278,Join Summoner's Spawn Group,9,0,197
3279,Do Not Toggle,10,0,197
3280,Despawn When Expired,11,0,197
3281,Use Summoner Faction,12,0,197
3282,Do Not Follow Mounted Summoner,13,0,197
3283,Save Pet Autocast,14,0,197
3284,Ignore Summoner's Phase (Wild Only),15,0,197
3285,Only Visible to Summoner's Group,16,0,197
3286,Despawn on Summoner Logout,17,0,197
3287,Cast Ride Vehicle Spell on Summoner,18,0,197
3288,Guardian Acts Like a Pet,19,0,197
3289,Don't Snap Sessile To Ground,20,0,197
3290,Summons from Battle Pet Journal,21,0,197
3291,Unit Clutter,22,0,197
3292,Default Name Color,23,0,197
3293,Use Own Invisibility Detection (Ignore Owner's Invisibility Detection),24,0,197
3294,Despawn When Replaced (Totem Slots Only),25,0,197
3295,Despawn When Teleporting Out of Range,26,0,197
3296,Summoned at Group Formation Position ,27,0,197
3297,Don't Despawn On Summoner's Death,28,0,197
3298,Use Title As Creature Name,29,0,197
3299,Attackable By Summoner,30,0,197
3300,Ripple,0,0,198
3301,Splash,1,0,198
3302,Water Walking,2,0,198
3303,Particles,3,0,198
3304,Particle Fog,4,0,198
3305,WMO Fog Control,5,0,198
3306,No Interior Fog Blend,6,0,198
3307,Outdoor Ambience Only,7,0,198
3308,WMO Fog Control (SLIME),8,0,198
3309,Force Exterior Lighting,9,0,198
3310,Is Ground Mount,0,0,199
3311,Is Flying Mount,1,0,199
3312,Is Surface Swimming Mount,2,0,199
3313,Is Underwater Swimming Mount,3,0,199
3314,Mount Can Jump,4,0,199
3315,Ground Mount Taxi,0,0,200
3316,Do not give honorless target buff,1,0,200
3317,PvP Enabling,2,0,200
3318,Smooth speed changes,3,0,200
3319,Ignore flight path speed modifier aura,4,0,200
3320,Only while standing,0,0,201
3321,Emote applies to mount,1,0,201
3322,Not while channeling,2,0,201
3323,Talk anim talk,3,0,201
3324,Talk anim question,4,0,201
3325,Talk anim exclamation,5,0,201
3326,Talk anim shout,6,0,201
3327,Not while swimming,7,0,201
3328,Talk anim laugh,8,0,201
3329,Ok while sleeping or dead,9,0,201
3330,Disallow from client,10,0,201
3331,Not while casting,11,0,201
3332,Movement ends,12,0,201
3333,Interrupt on interact,13,0,201
3334,Only while still,14,0,201
3335,Not while flying,15,0,201
3336,Not while mounted,16,0,201
3337,Animation suppressed by movement,17,0,201
3338,Combat ends (initiating an attack),18,0,201
3339,Don't allow animation to fallback,19,0,201
3340,Don't log chat on server,20,0,201
3341,Not while in vehicle,21,0,201
3342,Not while in combat (has threat),22,0,201
3343,Do not throttle player emote frequency,23,0,201
3344,Suppress all animation sounds,24,0,201
3345,Show Any Intersect,0,0,202
3346,Non-Regional License,10,0,122
3347,Chain by Most Hit,440,0,134
3348,Render Minimap,0,0,203
3349,Force Indoors,1,0,203
3350,Force Outdoors,2,0,203
3351,Generate Single Exterior Map,3,0,203
3352,Stormwind,4,0,203
3353,Chunk uses terrain for Minimap,5,0,203
3354,Ignore for Minimap and Effects,6,0,203
3392,Wait for Beam Activation,0,0,205
3393,Play Impact Kit Once per Missile Volley,1,0,205
3394,Force Specific Animation,2,0,205
3395,Bypass Animation Tiers,3,0,205
3396,Play Specific Weapon Special,4,0,205
3397,"Loop Stand, Don't Use Hold, For Aura",5,0,205
3398,Repeat Animation for Channeled Effects,6,0,205
3399,Requires Active Spell Effect,7,0,205
3400,Do not sheathe weapon,8,0,205
3401,Inherit Parent Alpha,9,0,205
3402,Don't apply alpha procedure to mount,10,0,205
3403,No wound animation on impact,11,0,205
3404,Only Seen By Caster,12,0,205
3405,Only Seen By Target,13,0,205
3406,Synchronize with dismount if played as State Done Kit,14,0,205
3407,Visibility Exclusions (Caster Only/Target Only/Never Caster) Apply Only While in a Raid or Dungeon,15,0,205
3408,Inherit Parent Emissive Value (allows selection highlight),16,0,205
3409,Absolute Scale,17,0,205
3410,Do not apply character procedural effects to mount,18,0,205
3411,Attached models inherit the animation of the parent model,19,0,205
3412,Inherit parent diffuse and material effects,20,0,205
3413,Allow multiple instances of the same effect,21,0,205
3414,Never Seen By Caster,22,0,205
3415,Linked to fade region status of parent (instead of location),23,0,205
3416,Prefer to play effect on Mount if possible,24,0,205
3417,Visibility Exclusions (Caster Only/Target Only/Never Caster) Apply Only While in a Raid,25,0,205
3418,Do not show visuals if target is invisible,26,0,205
3419,Do not limit scale on impact effects (defaults to 1.5x),27,0,205
3420,Only Seen By Caster and Caster's Party,28,0,205
3421,Only Seen By Target and Target's Party,29,0,205
3422,Deprecated,17,0,196
3423,REUSEME (formerly: Use model emissive color),0,12,206
3424,Allow Avatar and Shadowy on Portrait,30,0,205
3426,Use Cast Mod Speed,1,0,207
3427,No Duplicates,5,0,207
3428,Looping,9,4,207
3431,Don't Stop On Death Or Despawn,12,0,207
3432,Play Only For Owner,13,0,207
3433,Push Loot,81,0,151
3435,React To Player,0,0,208
3436,Disable Spline Look,1,0,208
3437,Keep Player Features,0,0,209
3438,Hidden Until Learned,0,0,216
3439,PVP,1,0,216
3440,Do Not Display Cast Time,441,0,134
3441,No Create Copy Option,0,0,217
3442,GTAPP Regional Currency,11,0,122
3443,Auto-Join,0,0,220
3444,Zone-Based,1,0,220
3445,Read-Only,2,0,220
3446,Allow Item Links,3,0,220
3447,Only in Cities,4,0,220
3448,Linked Channel,5,0,220
3449,Zone Attack Alerts,16,0,220
3450,Guild Recruitment,17,0,220
3451,Looking for Group,18,0,220
3452,Global for Tournament,19,0,220
3454,Battle.net Token,5,0,143
3456,Change Talent Cancels,46,0,178
3457,Change Glyph Cancels,47,0,178
3458,Follower Level For Current Shipment,13,0,165
3459,Follower Quality For Current Shipment,14,0,165
3460,Interrupt Spell Casting,0,0,222
3461,Health range is absolute (not percentage),1,0,222
3465,Always Allow Negative Healing Percent Modifiers,442,0,134
3466,Player Count,4,0,189
3467,"Do Not Allow ""Disable Movement Interrupt""",443,0,134
3469,Stance,0,0,223
3470,Not Toggleable,1,0,223
3471,Persist On Death,2,0,223
3472,Can Interact NPC,3,0,223
3473,Don't Use Weapon,4,0,223
3474,Agility Attack Bonus,5,0,223
3475,Can Use Equipped Items,6,0,223
3476,Can Use Items,7,0,223
3477,Don't Auto-Unshift,8,0,223
3478,Considered Dead,9,0,223
3479,Can Only Cast Shapeshift Spells,10,0,223
3480,Stance Cancels At Flightmaster,11,0,223
3481,No Emote Sounds,12,0,223
3482,No Trigger Teleport,13,0,223
3483,Cannot change equipped items,14,0,223
3484,Resummon Pets on Unshift,15,0,223
3485,Cannot Use Game Objects,16,0,223
3651,(Future Bit 11),11,0,123
3652,(Future Bit 12),12,0,123
3653,(Future Bit 13),13,0,123
3654,(Future Bit 14),14,0,123
3655,(Future Bit 15),15,0,123
3656,(Future Bit 16),16,0,123
3657,(Future Bit 17),17,0,123
3658,(Future Bit 18),18,0,123
3659,(Future Bit 19),19,0,123
3660,(Future Bit 20),20,0,123
3661,(Future Bit 21),21,0,123
3662,(Future Bit 22),22,0,123
3663,(Future Bit 23),23,0,123
3664,(Future Bit 24),24,0,123
3665,(Future Bit 25),25,0,123
3666,(Future Bit 26),26,0,123
3667,(Future Bit 27),27,0,123
3668,(Future Bit 28),28,0,123
3669,(Future Bit 29),29,0,123
3670,(Future Bit 30),30,0,123
3671,(Future Bit 31),31,0,123
3672,Disable in Arena or Rated Battleground,2,0,193
3677,Move With Source Object,0,0,232
3678,No Vote Kicks,33,0,192
3680,While Swimming,0,0,233
3681,While Flying,1,0,233
3682,Persist Until Canceled,2,0,233
3683,Unused,2,0,183
3687,Seamless Transfer Cancels,48,0,178
3688,Battle.net Token Redemption,6,0,143
3689,No Footprint Particles,0,0,236
3690,No Breath Particles,1,0,236
3691,Is Player Model,2,0,236
3692,No Attached Weapons,4,0,236
3693,No Footprint Trail Textures,5,0,236
3694,Disable Highlight,6,0,236
3695,Can Mount while Transformed as this,7,0,236
3696,Disable Scale Interpolation,8,0,236
3697,Force Projected Tex. (EXPENSIVE),9,0,236
3698,Can Jump In Place As Mount,10,0,236
3699,AI cannot use walk backwards anim,11,0,236
3700,Ignore SpineLow for SplitBody,12,0,236
3701,Ignore Head for SplitBody,13,0,236
3702,Ignore SpineLow for SplitBody when Flying,14,0,236
3703,Ignore Head for SplitBody when Flying,15,0,236
3704,Use 'wheel' animation on unit wheel bones,16,0,236
3705,Is HD Model,17,0,236
3708,- NONE -,0,0,237
3709,Totem 1,1,0,237
3710,Totem 2,2,0,237
3711,Totem 3,3,0,237
3712,Totem 4,4,0,237
3713,Critter,5,0,237
3714,Quest (Players Only),6,0,237
3715,Any Available Totem,-1,0,237
3716,- NONE -,0,0,238
3717,Guardian,1,0,238
3718,Pet,2,0,238
3719,Possessed,3,0,238
3720,Possessed Vehicle,4,0,238
3721,"Vehicle (Wild, but Ride Spell will be cast)",5,0,238
3722,Idle,0,0,239
3723,Follow,1,0,239
3724,Guard,2,0,239
3725,Wander,3,0,239
3726,Assist(Old)  (Now Use guard behavior and set aggro mode to assist),4,0,239
3727,- NONE -,0,0,240
3728,Health,1,0,240
3729,Num Units (Minimum 1),2,0,240
3730,Seat Number,3,0,240
3731,Ride Spell,4,0,240
3732,Creature Level,5,0,240
3733,Max Summons (Totem Slot),6,0,240
3759,Environment,0,0,242
3760,Enemy Race,1,0,242
3761,Encounter,2,0,242
3763,- NONE -,0,0,170
3773,Zone,0,0,243
3774,Class,1,0,243
3775,Tradeskill,2,0,243
3776,Collections,3,0,243
3777,Holiday,4,0,243
3778,PvP,5,0,243
3779,None,0,0,244
3780,Dungeon Finder,1,0,244
3781,Raid Finder,2,0,244
3782,Quest,3,0,244
3786,Disabled,0,0,245
3789,Players cast spell on themselves,0,0,246
3790,Player Updates Interactions,1,0,246
3791,NPC casts spell using AICast,2,0,246
3792,Gossip Begins a pet battle,3,0,246
3795,PvP Specific,4,0,244
3799,One Missile/Beam per Target,0,0,247
3801,Fire All Missiles Instantly,2,0,247
3802,Hand Effects Act Like Items,3,0,247
3803,Sounds Do Not Attach to Target,4,0,247
3804,Display Missile During Precast,5,0,247
3805,No Wound Animation On Impact,6,0,247
3806,Use Client Animated Time For Missile,7,0,247
3807,No Missile If No Targets,8,0,247
3808,UNUSED,9,0,247
3809,Snap Missile Impact Position to the ground (Client-side only),10,0,247
3810,Only Seen By Caster,11,0,247
3811,Only Seen By Target,12,0,247
3812,Play Precast Spell Visual On Interact Target (Client Only),13,0,247
3813,Never Seen By Caster,15,0,247
3814,Visibility Exclusions (Caster Only/Target Only/Never Caster) Apply Only While in a PvE Raid Party,16,0,247
3815,Play Cast Kit Instantly,17,0,247
3816,Play Weapon Impact Sound,18,0,247
3817,Only Seen By Caster and Caster Party,19,0,247
3818,Only Seen By Target and Target Party,20,0,247
3819,Needs Audio Review,21,0,247
3820,Instance,6,0,243
3840,Always sort to bottom,0,0,248
3841,Only players assign to this category,1,0,248
3842,Hidden,2,0,248
3855,Enable Boss Emote Warning Sound,0,0,251
3856,Display as Subtitle in Letterbox,1,0,251
3857,Available to Client-side Actors,2,0,251
3858,Hide Sender in Letterbox Subtitle,3,0,251
3859,Hide from Chat Log,4,0,251
3860,Don't Voxelize Path Data,35,0,192
3861,Speaker is Player (obsolete),1,0,162
3862,PvP Skirmish,5,0,244
3863,PvE Group Finder,6,0,244
3864,Other,7,0,243
3865,General,0,0,252
3866,Ammunition,1,0,252
3867,Food & Drink,2,0,252
3868,Poisons,3,0,252
3869,Reagents,4,0,252
3870,PvP Group Finder,7,0,244
3871,Show non-purchasable items,0,0,253
3872,Do not filter on vendor,1,0,253
3873,Invert Player Condition,2,0,253
3874,Restock at Creation,3,0,253
3877,PvP RBG,8,0,244
3878,Needs Exertions,3,0,161
3879,- NONE -,0,0,254
3880,Enabled,1,0,254
3881,Disabled,2,0,254
3882,Area Effect Immune,0,0,255
